Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Actual_Revenue,Purchase_Probability,Intent_Segment
1,20.0,0,0.0,20,219.5,0.12,0.129761905,0.0,0.8,May,3,2,1,13,Returning_Visitor,0,0,0.02480477721635278,Low Intent
11,385.5666667,0,0.0,54,1256.293333,0.010344828,0.014367816,0.0,0.0,Oct,2,2,7,3,Returning_Visitor,0,0,0.02480477721635278,Low Intent
5,69.0,4,163.0,50,2424.75,0.0,0.023333333,2.973214286,0.0,May,2,2,3,3,Returning_Visitor,0,0,0.2839506172839506,Low Intent
0,0.0,0,0.0,2,46.5,0.0,0.05,0.0,0.0,Dec,1,1,2,2,New_Visitor,0,0,0.016100178890876567,Low Intent
1,41.0,0,0.0,30,1018.0,0.0,0.003448276,54.21806897,0.0,May,2,2,1,2,Returning_Visitor,0,1,0.964,High Intent
7,122.875,0,0.0,22,250.0357143,0.0,0.03974359,0.0,0.0,Dec,2,2,1,2,New_Visitor,0,0,0.02480477721635278,Low Intent
7,667.25,0,0.0,4,101.8,0.0,0.01,0.0,0.0,Jul,3,2,6,2,Returning_Visitor,1,0,0.128,Low Intent
3,89.6,0,0.0,57,1721.906667,0.0,0.005932203,204.0079491,0.0,Nov,2,2,1,4,Returning_Visitor,1,1,0.7888446215139442,High Intent
4,116.0,1,8.0,59,1828.774603,0.003874092,0.023361582,26.93792373,0.0,May,2,2,7,6,Returning_Visitor,0,0,0.21727748691099477,Low Intent
1,26.0,1,55.0,12,457.0,0.014285714,0.04047619,0.0,0.0,Mar,2,2,9,6,Returning_Visitor,1,0,0.02480477721635278,Low Intent
3,69.6,0,0.0,9,199.1333333,0.0,0.006060606,0.0,0.0,Jul,1,1,1,2,New_Visitor,0,0,0.128,Low Intent
3,55.0,0,0.0,18,376.5,0.021052632,0.040350877,0.0,0.4,May,4,2,3,11,Returning_Visitor,0,0,0.02480477721635278,Low Intent
2,79.0,0,0.0,7,823.0,0.0,0.028571429,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,1,0,0.02480477721635278,Low Intent
9,269.8,0,0.0,112,2478.622727,0.0,0.004005848,60.43385263,0.2,May,2,2,4,3,Returning_Visitor,0,1,0.5842696629213483,Medium Intent
3,68.28571429,0,0.0,26,741.0555556,0.014285714,0.039707071,13.24667166,0.0,Nov,3,2,4,10,Returning_Visitor,0,1,0.39849624060150374,Medium Intent
12,1098.5,1,0.0,115,6367.506345,0.016,0.030930013,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,0,1,0.2736318407960199,Low Intent
1,46.0,0,0.0,17,931.0,0.027777778,0.062962963,0.0,0.0,May,3,2,1,13,Returning_Visitor,0,0,0.02480477721635278,Low Intent
6,190.2857143,6,609.0,47,2989.494048,0.0,0.004813218,30.897985,0.0,Mar,2,2,1,8,New_Visitor,1,1,0.7888446215139442,High Intent
11,169.8833333,2,160.4,25,489.15,0.0125,0.0171875,0.0,0.0,Aug,3,2,3,5,Returning_Visitor,1,0,0.02480477721635278,Low Intent
1,112.8,0,0.0,8,543.7333333,0.0,0.011111111,28.69843548,0.0,Oct,1,1,6,2,New_Visitor,1,1,0.964,High Intent
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,2,2,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,34,933.85,0.021875,0.031505682,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,1,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,5,384.0,0.0,0.05,0.0,0.0,May,2,4,4,2,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
4,302.0,0,0.0,29,675.375,0.0,0.001333333,0.0,0.0,Dec,2,2,1,6,Returning_Visitor,1,0,0.02480477721635278,Low Intent
1,62.0,1,172.0,58,1341.261111,0.004597701,0.009827586,0.0,0.0,May,3,2,4,4,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,16,450.8333333,0.04375,0.06875,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
3,115.5,0,0.0,55,1833.244643,0.0,0.008286252,18.61684302,0.0,Nov,2,2,6,2,Returning_Visitor,1,1,0.7888446215139442,High Intent
0,0.0,1,0.0,23,456.3333333,0.043478261,0.068115942,0.0,0.0,May,2,4,3,6,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
1,4.0,0,0.0,9,495.0,0.022222222,0.044444444,0.0,0.2,May,3,2,2,19,Returning_Visitor,0,0,0.02480477721635278,Low Intent
3,61.5,0,0.0,16,946.1666667,0.0,0.010526316,0.0,0.0,Mar,2,2,1,10,New_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,17,349.375,0.0125,0.01875,0.0,0.0,Nov,3,2,9,20,Returning_Visitor,0,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,47,1230.368182,0.004347826,0.020724638,0.0,0.0,May,2,5,1,2,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,38,1372.0,0.005405405,0.018918919,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
1,81.0,0,0.0,93,3359.625,0.0,0.015104167,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,0,1,0.2736318407960199,Low Intent
9,250.0833333,2,30.5,155,4643.283732,0.002073171,0.007466851,10.11599409,0.0,Nov,2,2,1,3,Returning_Visitor,0,1,0.7857142857142857,High Intent
2,90.0,0,0.0,22,650.6666667,0.026086957,0.045217391,0.0,0.0,May,2,2,4,1,Returning_Visitor,0,0,0.02480477721635278,Low Intent
7,146.25,0,0.0,42,1030.266667,0.0,0.008695652,0.0,0.0,Mar,2,2,1,2,New_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,1,30.5,14,327.0,0.013333333,0.026666667,0.0,0.0,Nov,1,1,4,3,Returning_Visitor,0,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,6,2017.166667,0.0,0.011111111,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,80,1566.333333,0.005,0.027916667,0.720181023,0.0,Sep,2,2,6,1,Returning_Visitor,0,1,0.0,Low Intent
1,32.2,0,0.0,32,396.4714286,0.021212121,0.050688705,0.0,0.0,Jul,1,1,2,3,Returning_Visitor,1,0,0.128,Low Intent
0,0.0,0,0.0,13,255.0,0.0,0.015384615,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,1,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,28,1283.75,0.014285714,0.023809524,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,1,0,0.016100178890876567,Low Intent
4,22.5,0,0.0,15,289.85,0.0,0.022222222,57.96417654,0.0,Mar,2,2,2,3,New_Visitor,1,1,0.7888446215139442,High Intent
0,0.0,0,0.0,4,44.0,0.0,0.05,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
1,12.5,0,0.0,3,55.5,0.0,0.08,0.0,0.0,Nov,1,1,1,8,Returning_Visitor,1,0,0.05405405405405406,Low Intent
12,430.1570175,14,622.4,85,3684.855282,0.000934579,0.009959744,34.45943549,0.0,Nov,3,2,1,2,Returning_Visitor,1,0,0.5,Medium Intent
1,22.2,0,0.0,5,136.1,0.066666667,0.066666667,0.0,0.0,Oct,1,1,1,20,Returning_Visitor,0,1,0.02480477721635278,Low Intent
0,0.0,0,0.0,51,6505.333333,0.036,0.050333333,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,1,0,0.016100178890876567,Low Intent
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,Feb,3,3,1,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
4,134.1,0,0.0,7,110.3,0.0,0.015151515,0.0,0.0,Sep,3,2,1,5,New_Visitor,0,0,0.09202453987730061,Low Intent
4,218.9666667,0,0.0,12,672.7,0.0,0.004444444,83.10114264,0.0,Nov,2,2,3,2,Returning_Visitor,1,1,0.7888446215139442,High Intent
0,0.0,0,0.0,32,1916.633333,0.015625,0.0265625,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,23,709.75,0.029166667,0.043055556,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,1,0,0.05405405405405406,Low Intent
9,124.4266667,0,0.0,19,720.6766667,0.0,0.018933333,0.0,0.0,Oct,2,2,7,4,Returning_Visitor,0,0,0.02480477721635278,Low Intent
13,295.9285714,5,17.9,154,6759.311928,0.005767417,0.02883646,0.0,0.0,Nov,2,2,3,10,Returning_Visitor,0,0,0.2736318407960199,Low Intent
6,85.96666667,1,2.0,76,1464.209618,0.009803094,0.01785746,0.0,0.0,Aug,3,2,8,4,Returning_Visitor,0,0,0.02480477721635278,Low Intent
1,2.0,0,0.0,6,106.75,0.033333333,0.044444444,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,0,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,8,83.5,0.075,0.1,0.0,0.0,Dec,2,2,5,2,Returning_Visitor,0,0,0.016100178890876567,Low Intent
4,56.0,0,0.0,31,270.4916667,0.0,0.00234375,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,18,432.7666667,0.0,0.027777778,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,45,1478.07381,0.020454545,0.038636364,0.0,0.0,Nov,2,2,7,13,Returning_Visitor,0,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,6,579.0,0.0,0.033333333,0.0,0.0,Dec,1,1,7,3,Returning_Visitor,1,0,0.016100178890876567,Low Intent
0,0.0,0,0.0,9,521.0,0.0,0.02962963,0.0,0.0,Dec,3,2,3,11,New_Visitor,0,0,0.016100178890876567,Low Intent
5,50.0,0,0.0,234,5246.435176,0.002616034,0.011613896,21.03233592,0.0,Nov,2,2,3,3,Returning_Visitor,0,1,0.7857142857142857,High Intent
13,110.7583333,1,3.0,34,858.9464286,0.0,0.011627907,17.78585727,0.0,Nov,2,2,5,10,Returning_Visitor,1,0,0.5842696629213483,Medium Intent
1,7.0,4,364.9166667,248,7445.957075,0.004316069,0.015735624,1.26665917,0.0,Nov,2,2,1,2,Returning_Visitor,0,1,0.7857142857142857,High Intent
0,0.0,0,0.0,6,56.0,0.0,0.033333333,0.0,0.8,May,2,2,1,13,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,May,4,1,2,3,Returning_Visitor,1,0,0.0012126111560226355,Low Intent
1,10.0,0,0.0,30,602.5,0.009677419,0.014910394,0.0,0.0,Dec,2,2,2,10,Returning_Visitor,0,0,0.02480477721635278,Low Intent
2,38.5,0,0.0,28,770.3095238,0.026666667,0.035396825,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,0,0,0.05405405405405406,Low Intent
8,111.0,0,0.0,32,1206.833333,0.005263158,0.014473684,19.27621155,0.0,Nov,2,2,1,2,Returning_Visitor,0,1,0.7857142857142857,High Intent
1,492.1666667,0,0.0,63,4518.297619,0.012698413,0.039761905,8.137274079,0.0,Nov,2,2,2,1,Returning_Visitor,0,1,0.39849624060150374,Medium Intent
12,158.5952381,2,167.0,48,1256.291667,0.003846154,0.016570513,29.76290794,0.0,Nov,3,2,1,2,Returning_Visitor,0,0,0.7857142857142857,High Intent
0,0.0,0,0.0,3,77.0,0.0,0.066666667,0.0,0.0,Mar,4,2,6,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
19,230.3948365,3,48.3,111,3276.190541,0.0088,0.011027644,0.447038663,0.0,Jul,1,1,3,3,Returning_Visitor,0,0,0.128,Low Intent
1,31.25,0,0.0,31,1470.208333,0.0,0.012222222,0.0,0.0,Nov,3,2,3,8,New_Visitor,0,1,0.11790393013100436,Low Intent
7,73.9,0,0.0,58,3441.806667,0.0,0.010752688,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,0,0,0.02480477721635278,Low Intent
1,76.75,0,0.0,33,1356.458333,0.0,0.020833333,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,1,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,9,2,New_Visitor,1,0,0.0012126111560226355,Low Intent
1,10.0,0,0.0,23,271.5785714,0.0,0.008333333,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,32,2180.933333,0.00625,0.032291667,0.0,0.0,Dec,4,2,3,1,Returning_Visitor,0,0,0.016100178890876567,Low Intent
0,0.0,0,0.0,3,56.5,0.066666667,0.133333333,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,0,0,0.05405405405405406,Low Intent
2,50.5,0,0.0,29,2147.375,0.0,0.006896552,0.0,0.0,Dec,2,2,7,2,New_Visitor,0,0,0.02480477721635278,Low Intent
5,140.0,0,0.0,21,839.4166667,0.011594203,0.008695652,30.83748589,0.0,Dec,3,2,3,1,Returning_Visitor,0,1,0.5756097560975609,Medium Intent
0,0.0,0,0.0,41,963.0,0.0,0.015811966,0.0,0.0,May,2,2,6,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
7,132.0,4,256.0666667,125,3674.803673,0.023134328,0.032705748,5.613708292,0.0,Aug,3,2,3,13,Returning_Visitor,0,0,0.21727748691099477,Low Intent
3,96.8,0,0.0,29,2041.626667,0.026075269,0.047324629,0.0,0.0,Sep,2,2,3,1,Returning_Visitor,0,0,0.09202453987730061,Low Intent
4,23.375,2,231.6,35,996.1480769,0.006081081,0.041741742,0.0,0.0,Nov,2,2,5,2,Returning_Visitor,1,0,0.16853932584269662,Low Intent
0,0.0,0,0.0,14,108.0,0.0,0.007142857,0.0,0.0,May,2,2,1,19,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
5,168.0,0,0.0,31,1239.083333,0.006666667,0.02,0.0,0.0,May,3,2,6,13,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,77,1903.601743,0.003151515,0.029314358,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,0,0,0.016100178890876567,Low Intent
7,75.84615385,4,246.3333333,16,672.8794872,0.021428571,0.029027611,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0,0.02480477721635278,Low Intent
1,20.0,1,35.5,35,946.5952381,0.0,0.013333333,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0,0.05405405405405406,Low Intent
2,50.0,0,0.0,24,602.25,0.0,0.003846154,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,1,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,16,462.7333333,0.0125,0.046875,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
11,100.0965368,0,0.0,122,6141.432139,0.013593814,0.030060022,0.0,0.2,May,3,2,1,1,Returning_Visitor,0,0,0.02480477721635278,Low Intent
13,313.0333333,0,0.0,135,3700.495815,0.004662005,0.014626073,3.348407692,0.0,May,2,4,1,4,Returning_Visitor,0,0,0.21727748691099477,Low Intent
1,6.0,0,0.0,44,2011.305556,0.0,0.012301587,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,0,0,0.16939890710382513,Low Intent
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,Feb,2,4,9,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,2,193.5,29,2141.902778,0.029032258,0.042319508,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,0,0,0.016100178890876567,Low Intent
12,275.5166667,2,288.375,60,1276.594048,0.0,0.00952381,5.45243266,0.0,Nov,4,1,1,2,Returning_Visitor,0,1,0.5428571428571428,Medium Intent
0,0.0,0,0.0,13,979.0833333,0.0,0.006060606,0.0,0.0,Dec,3,2,6,2,New_Visitor,1,0,0.016100178890876567,Low Intent
0,0.0,0,0.0,12,201.3333333,0.016666667,0.035714286,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,1,0,0.05405405405405406,Low Intent
8,466.5,2,75.25,44,1616.425824,0.006944444,0.010974434,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,0,0,0.02480477721635278,Low Intent
2,126.0,0,0.0,6,127.1666667,0.05,0.04375,0.0,0.0,Dec,3,2,5,3,Returning_Visitor,1,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,34,4190.75,0.021764706,0.074369748,0.0,0.0,May,2,2,8,6,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,18,490.3,0.011111111,0.022222222,0.0,0.0,Sep,2,2,1,13,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
6,102.4,2,44.4,33,688.3142857,0.0,0.022222222,0.0,0.0,Sep,2,2,3,3,Returning_Visitor,0,0,0.09202453987730061,Low Intent
4,209.0625,0,0.0,71,3401.050687,0.005128205,0.026238576,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,0,0,0.16939890710382513,Low Intent
4,190.5,0,0.0,29,867.9915152,0.012903226,0.019354839,0.0,0.0,Sep,3,2,3,4,Returning_Visitor,0,0,0.09202453987730061,Low Intent
2,172.0,0,0.0,61,3374.916667,0.001111111,0.021388889,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,6,34.0,0.133333333,0.166666667,0.0,0.4,May,3,2,4,13,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
5,215.5,0,0.0,61,1238.066667,0.004761905,0.020740741,0.0,0.6,May,3,2,3,13,Returning_Visitor,0,0,0.02480477721635278,Low Intent
5,237.25,1,181.0,63,3445.0125,0.011897436,0.028190306,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,13,283.5,0.0,0.030769231,0.0,0.4,May,2,2,5,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,6,234.5,0.1,0.133333333,0.0,0.0,Nov,1,1,7,10,Returning_Visitor,1,0,0.05405405405405406,Low Intent
6,124.2,0,0.0,5,94.6,0.0,0.022222222,0.0,0.0,Nov,1,1,2,5,New_Visitor,0,1,0.11790393013100436,Low Intent
5,154.2,0,0.0,12,269.5357143,0.004444444,0.006111111,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,0,0,0.02480477721635278,Low Intent
13,83.9952381,2,99.8,24,364.9619048,0.0,0.018181818,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0,0.16853932584269662,Low Intent
0,0.0,0,0.0,6,64.0,0.1,0.133333333,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,3,13.0,0.133333333,0.166666667,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,22,348.4333333,0.028571429,0.041269841,0.0,0.0,Nov,1,8,6,11,Returning_Visitor,0,1,0.05405405405405406,Low Intent
9,124.0,1,61.5,25,432.1666667,0.0,0.007692308,0.0,0.0,Dec,2,2,8,2,New_Visitor,0,0,0.02480477721635278,Low Intent
8,102.6666667,0,0.0,49,4051.375,0.007272727,0.022949495,0.0,0.0,May,2,4,7,4,Returning_Visitor,0,0,0.02480477721635278,Low Intent
3,60.0,0,0.0,34,783.6363636,0.0,0.000505051,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,1,0,0.02480477721635278,Low Intent
2,88.0,10,719.0,54,1986.553118,0.005128205,0.019939049,25.82676446,0.0,Dec,1,1,2,2,Returning_Visitor,0,0,0.21727748691099477,Low Intent
13,297.75,3,352.5,41,2422.375,0.0,0.016037736,72.43846009,0.0,Dec,2,2,1,8,Returning_Visitor,0,1,0.5842696629213483,Medium Intent
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,2,10,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,5,337.25,0.0,0.02,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
8,212.625,3,124.5,52,968.1964286,0.0,0.005172414,214.3066627,0.0,Nov,2,2,1,2,Returning_Visitor,0,1,0.5842696629213483,Medium Intent
1,10.0,0,0.0,23,660.8166667,0.0,0.025,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,1,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,19,1210.1,0.0,0.005555556,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,0,0,0.05405405405405406,Low Intent
4,197.0,1,25.0,46,1596.672282,0.0,0.008,19.92584938,0.0,Mar,4,2,2,2,New_Visitor,1,0,0.7888446215139442,High Intent
0,0.0,0,0.0,74,1146.469048,0.021621622,0.031306306,0.408238132,0.0,Nov,2,2,1,1,Returning_Visitor,0,0,0.05405405405405406,Low Intent
4,169.2,0,0.0,14,315.4666667,0.0,0.011111111,34.75023292,0.0,Jul,2,2,1,2,Returning_Visitor,1,1,0.7888446215139442,High Intent
5,41.0,1,9.307692308,49,1042.416667,0.012,0.025444444,0.0,0.6,May,2,2,6,3,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,24,381.25,0.0125,0.0625,0.0,0.0,Nov,2,2,1,11,New_Visitor,1,0,0.11790393013100436,Low Intent
15,238.6838095,0,0.0,33,799.1049417,0.004347826,0.017574237,19.03293603,0.0,Sep,3,2,3,2,Returning_Visitor,1,0,0.5756097560975609,Medium Intent
0,0.0,0,0.0,1,15.6,0.0,0.0,47.7917708,0.0,Sep,1,1,6,3,New_Visitor,0,1,0.964,High Intent
0,0.0,0,0.0,11,253.0,0.0,0.027272727,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
2,76.6,0,0.0,16,368.4666667,0.0,0.021568627,0.0,0.0,Oct,4,1,4,1,Returning_Visitor,1,0,0.02480477721635278,Low Intent
2,21.25,0,0.0,33,968.6444444,0.019191919,0.023480257,0.0,0.0,Nov,3,2,1,8,Returning_Visitor,1,0,0.05405405405405406,Low Intent
0,0.0,0,0.0,3,75.0,0.066666667,0.133333333,0.0,0.0,Dec,3,2,1,20,Returning_Visitor,0,0,0.016100178890876567,Low Intent
0,0.0,0,0.0,10,22.5,0.1,0.106666667,0.0,0.4,May,2,5,1,4,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
1,19.0,0,0.0,24,3209.0,0.008695652,0.017391304,64.33043478,0.0,May,2,2,9,3,New_Visitor,0,0,0.21727748691099477,Low Intent
0,0.0,0,0.0,3,5.0,0.1,0.166666667,0.0,0.0,May,1,1,3,6,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
4,47.83333333,0,0.0,69,2499.990079,0.0,0.007608395,0.0,0.0,Nov,2,2,8,2,New_Visitor,0,0,0.16939890710382513,Low Intent
0,0.0,0,0.0,38,454.2891775,0.011111111,0.014074074,0.0,0.6,May,2,2,1,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
1,28.0,1,47.0,13,224.5,0.0,0.014285714,0.0,0.0,Mar,1,1,1,8,New_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,58,2665.798039,0.007142857,0.027288961,0.0,0.8,May,2,2,3,4,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,3,13,Returning_Visitor,0,0,0.016100178890876567,Low Intent
2,37.33333333,1,5.0,30,797.7619048,0.012121212,0.034343434,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,0,0.05405405405405406,Low Intent
4,133.8,2,54.4,13,421.7857143,0.0,0.023529412,0.0,0.0,Nov,1,1,3,2,New_Visitor,0,0,0.16853932584269662,Low Intent
1,2.0,0,0.0,27,463.8333333,0.040740741,0.067530864,0.0,0.0,May,3,2,2,4,Returning_Visitor,0,0,0.02480477721635278,Low Intent
4,207.0,0,0.0,31,1592.233333,0.0,0.011574074,57.06546413,0.0,Dec,2,2,4,1,Returning_Visitor,0,0,0.7888446215139442,High Intent
1,28.5,2,44.5,12,445.5,0.00625,0.022916667,0.0,0.0,Nov,3,2,1,8,New_Visitor,0,0,0.16853932584269662,Low Intent
0,0.0,0,0.0,6,127.4,0.0,0.0,0.0,0.0,Aug,1,1,8,2,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
5,140.6,0,0.0,81,2408.312828,0.002554278,0.007459475,23.07581495,0.0,Oct,2,4,1,2,Returning_Visitor,0,1,0.21727748691099477,Low Intent
6,239.3333333,0,0.0,31,1875.169444,0.0,0.025324675,21.85958403,0.0,Nov,1,1,1,2,Returning_Visitor,0,0,0.7888446215139442,High Intent
3,172.0,0,0.0,53,1299.383333,0.0,0.003703704,0.0,0.0,Mar,2,6,7,2,Returning_Visitor,1,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,14,502.9166667,0.0,0.021428571,0.0,0.0,Dec,1,1,2,1,Returning_Visitor,0,0,0.016100178890876567,Low Intent
0,0.0,0,0.0,2,36.5,0.0,0.033333333,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
2,75.6,2,652.8,10,1143.666667,0.0,0.023333333,0.0,0.0,Aug,2,2,4,2,Returning_Visitor,0,0,0.02480477721635278,Low Intent
0,0.0,0,0.0,19,154.2166667,0.015789474,0.024561404,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,15,455.5,0.0,0.014285714,0.0,0.0,May,2,10,3,2,New_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,13,210.5,0.030769231,0.046153846,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,0,0,0.016100178890876567,Low Intent
0,0.0,0,0.0,55,1165.623254,0.013207547,0.018742138,0.0,0.0,May,3,2,1,19,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
0,0.0,0,0.0,81,2071.0,0.012345679,0.025308642,0.0,0.6,May,1,8,3,2,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
7,98.17261905,0,0.0,47,1889.953409,0.014814815,0.028251029,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,0,0,1.0,High Intent
3,82.6,0,0.0,33,598.7611111,0.0,0.007843137,0.0,0.0,Sep,2,2,2,1,Returning_Visitor,0,0,0.09202453987730061,Low Intent
2,15.0,0,0.0,26,601.7681818,0.0,0.007407407,0.0,0.8,May,2,4,1,2,New_Visitor,0,0,0.02480477721635278,Low Intent
3,216.5,3,127.5,151,7700.501461,0.002597403,0.012782022,4.074920999,0.0,Dec,2,2,3,2,Returning_Visitor,0,0,0.21727748691099477,Low Intent
0,0.0,0,0.0,3,50.2,0.0,0.066666667,0.0,0.0,Sep,2,2,1,13,Returning_Visitor,0,0,0.0012126111560226355,Low Intent
3,180.0,0,0.0,12,1436.5,0.0,0.013333333,27.75904925,0.0,Mar,2,2,2,2,Returning_Visitor,1,1,0.7888446215139442,High Intent
5,60.5,0,0.0,9,111.5,0.026666667,0.04,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,0,0,0.05405405405405406,Low Intent
2,11.0,0,0.0,12,347.0,0.0,0.023076923,9.960923077,0.0,May,1,1,3,3,Returning_Visitor,1,1,0.5813953488372093,Medium Intent
3,81.0,0,0.0,19,448.0333333,0.0,0.012857143,0.0,0.0,May,3,2,5,4,Returning_Visitor,1,0,0.02480477721635278,Low Intent
